filepath,filename,label,extension,hash
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_608.jpg,Image_resize_608.jpg,normal,.jpg,68d05232e6fe9f3ff38ccac896920136
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_988.jpg,Image_988.jpg,normal,.jpg,7fa8c64c56734c7a707c74a4aea975f7
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10472.jpg,image10472.jpg,pcos,.jpg,f902b116da143279ccff3820b0970169
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_671  (78).jpg,Image_resize_671  (78).jpg,normal,.jpg,bccce62a9afdc55fd524298e7b506e5b
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETA_300.jpg,Image_SETA_300.jpg,pcos,.jpg,125e11302b10568f3468cc8e6764b75c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_Rotate_Right_392.jpg,Image_Rotate_Rotate_Right_392.jpg,pcos,.jpg,ac5d94ae415911244d1848189e5993c5
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_Rotate_Right_312.jpg,Image_Rotate_Rotate_Right_312.jpg,pcos,.jpg,00c54550e4932797812bff12be094196
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10348.jpg,image10348.jpg,pcos,.jpg,c0e6c6dd5050231de20c3271c084bc73
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12178.jpg,image12178.jpg,pcos,.jpg,f639f99942cdf495d2747db1328a7f46
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_671  (1048).jpg,Image_resize_671  (1048).jpg,normal,.jpg,d5868a754015d8c6e283ab4faec68581
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_152.jpg,Image_resize_152.jpg,normal,.jpg,5c0eae84d29d11736bdafc8157ac1f23
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETA_897.jpg,Image_SETA_897.jpg,pcos,.jpg,6df93e3632a9a7638869626f4701e85c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11760.jpg,image11760.jpg,pcos,.jpg,52905dd68248dad07ac5d505e49a1d87
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_186.jpg,Image_186.jpg,normal,.jpg,82bd89d32f4fa6522cb2b500e24487ec
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11646.jpg,image11646.jpg,pcos,.jpg,3d769c2fa34ebb5be7d21258bcb4dd80
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10339.jpg,image10339.jpg,pcos,.jpg,351aea8f870c65eb6bedbe4350091f37
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11062.jpg,image11062.jpg,pcos,.jpg,0475f46443c6b7a6064506ec4465b31c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10984.jpg,image10984.jpg,pcos,.jpg,0c0a0e4bef62f9ed255637dc5364be42
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13085.jpg,image13085.jpg,pcos,.jpg,1232b9dd73fbfaa5d8b8f55de5456483
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_resize_378.jpg,Image_resize_378.jpg,pcos,.jpg,99d56a2926574f6c30b982a1e5484574
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13081.jpg,image13081.jpg,pcos,.jpg,d4f2c0810cb537cddd5151e67fcd1ce6
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_351.jpg,Image_resize_351.jpg,normal,.jpg,d01aad5f978a68b6bb1175702d7443a8
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10261.jpg,image10261.jpg,pcos,.jpg,3b8e147f2a2f88db5b2e0c1a9b474dcb
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_906.jpg,Image_906.jpg,pcos,.jpg,e026c5c37f2b153eda36566b156a7c05
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10991.jpg,image10991.jpg,pcos,.jpg,8480fd39032efa0cd2509ecc86c8569b
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11036.jpg,image11036.jpg,pcos,.jpg,a4bb30cf494df4de5989c7a3046197d0
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_671  (584).jpg,Image_resize_671  (584).jpg,normal,.jpg,ebb9bd7dd952d0baf6f0347ff791d6f8
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_Rotate_Right_357.jpg,Image_Rotate_Rotate_Right_357.jpg,pcos,.jpg,642fd2b39a4be0d5e4ed77951c49efeb
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10171.jpg,image10171.jpg,pcos,.jpg,191832d6f273a52173abd5cb2bd1361c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11820.jpg,image11820.jpg,pcos,.jpg,2480ad955fb8d10ed326d52afcc5fc8a
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12924.jpg,image12924.jpg,pcos,.jpg,b13ca97150f58c0335c980c037448269
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_742.jpg,Image_742.jpg,pcos,.jpg,7f93d4b3bbb3b7548afb84b71509f18c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_resize_204.jpg,Image_resize_204.jpg,pcos,.jpg,ace44a73a516219b023d32b1c3ec4541
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11426.jpg,image11426.jpg,pcos,.jpg,2569f3daab042a992fe75bf683d5fe5f
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12577.jpg,image12577.jpg,pcos,.jpg,2e4a2b5e944c144ea817b2fc8fe61d9a
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETB_015.jpg,Image_SETB_015.jpg,pcos,.jpg,eb72599b5d242dae12b38b0af012617a
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10992.jpg,image10992.jpg,pcos,.jpg,343a5e969ccb1a8e599e15bc54659b0d
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11826.jpg,image11826.jpg,pcos,.jpg,55e7d5cf6a4b669a23cfc088580c65a9
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETB_1003.jpg,Image_SETB_1003.jpg,pcos,.jpg,84a4ee0c7d01747be4e79a8ca519d277
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10254.jpg,image10254.jpg,pcos,.jpg,78ebddf00d0bf28d25ed6714d494bf8b
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_SetA1022.jpg,Image_SetA1022.jpg,normal,.jpg,7dacae9a43fc5a651619d2e14bdfb100
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10061.jpg,image10061.jpg,pcos,.jpg,b019ada2f5dd37fa4a59e488b212936f
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_142.jpg,Image_142.jpg,normal,.jpg,9d521ff292d6a466b3e1d33d37969082
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_resize_044.jpg,Image_resize_044.jpg,pcos,.jpg,01397ca441a14ce149ccaf47969dddd0
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_671  (414).jpg,Image_resize_671  (414).jpg,normal,.jpg,8555c22c24ee01403505bdd16671a2e9
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11531.jpg,image11531.jpg,pcos,.jpg,5a070293d5f85c9d6add47ef24ccbe33
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13199.jpg,image13199.jpg,pcos,.jpg,057794b841f872a196cf26462c27b92c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12607.jpg,image12607.jpg,pcos,.jpg,21a60a0f03a97ffe95f38e4b1ea29c03
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_Rotate_Right_290.jpg,Image_Rotate_Rotate_Right_290.jpg,pcos,.jpg,16358005a88fa5cc3d2dce747068fa7c
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETB_940.jpg,Image_SETB_940.jpg,pcos,.jpg,50f58e24733e4d21f32e42147a4cd16f
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11467.jpg,image11467.jpg,pcos,.jpg,d489cac235b1c49ab2d29722c43139b0
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_SetB360.jpg,Image_SetB360.jpg,normal,.jpg,dbafcfa47284a8d502ceed301838bcb8
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_787.jpg,Image_787.jpg,pcos,.jpg,fae07ada2b815ab9a6c36f959b1e9bcb
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10284.jpg,image10284.jpg,pcos,.jpg,e4620a4736ee8fd210145670bfb19c72
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETB_997.jpg,Image_SETB_997.jpg,pcos,.jpg,1764ba7f834f94db3abf09485dd30b39
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_583.jpg,Image_583.jpg,normal,.jpg,4dd5bbe19290697e20189fd6837f1533
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11153.jpg,image11153.jpg,pcos,.jpg,597bb1046838f3c2c893571103a871a9
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_SETA_1008.jpg,Image_SETA_1008.jpg,pcos,.jpg,289092406e28a44fc185455884d63540
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13044.jpg,image13044.jpg,pcos,.jpg,fd5289398cc3559fb073805a53070650
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12044.jpg,image12044.jpg,pcos,.jpg,b04b99b87e5cfe3763fe858dee45e6c6
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10934.jpg,image10934.jpg,pcos,.jpg,29bc1f709555c6bd71ea61014223bb70
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12165.jpg,image12165.jpg,pcos,.jpg,1b7c80470a7736ee4f86e97f0d102c49
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_SetB007.jpg,Image_SetB007.jpg,normal,.jpg,d18d2e503f35f8dadd35abdced27e5cb
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_696.jpg,Image_696.jpg,pcos,.jpg,5ff52a50ec557c4d678b989a4bd67477
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11060.jpg,image11060.jpg,pcos,.jpg,52ab3449cd40bfcc7bfdbb6a511bbf37
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10097.jpg,image10097.jpg,pcos,.jpg,4c7bd0eaedb6b0438ccf0e7edaddbc24
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_568.jpg,Image_568.jpg,pcos,.jpg,7031525e8c65e10486374c64788fa7dc
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_SetB071.jpg,Image_SetB071.jpg,normal,.jpg,db682286e096ca7abfa04fe151681b07
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_SetB613.jpg,Image_SetB613.jpg,normal,.jpg,099d4d87c7a9b19c5eb83c6ee352ad66
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_797.jpg,Image_resize_797.jpg,normal,.jpg,a39f49f7461af46413a3beca1ccf6204
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10007.jpg,image10007.jpg,pcos,.jpg,1acf658d18c66644ecc47dd7d6d5e6dd
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13145.jpg,image13145.jpg,pcos,.jpg,c1bfa5ccef70ed5fce3cba2c8b03d673
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_671  (1053).jpg,Image_resize_671  (1053).jpg,normal,.jpg,61e36b5038418513dab5d1bbf73743fe
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11827.jpg,image11827.jpg,pcos,.jpg,2bd3cd7b61e05e5b30ea7ac9f074e6eb
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_Rotate_Right_330.jpg,Image_Rotate_Rotate_Right_330.jpg,pcos,.jpg,8e20eac7c500dc59eb1327c9b98ef6f3
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_166.jpg,Image_Rotate_166.jpg,pcos,.jpg,bc3a60f35a680abf7a6b601e5e449ae7
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image13098.jpg,image13098.jpg,pcos,.jpg,75d5f8b31d6aa90c014c4b7f249c1c43
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10682.jpg,image10682.jpg,pcos,.jpg,9b3348864d9473022f665de6fd6e49a5
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/Image_Rotate_136.jpg,Image_Rotate_136.jpg,pcos,.jpg,9d52ea11c4f392e93c728fd5dfb2a6e0
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_385.jpg,Image_385.jpg,normal,.jpg,3bca82666ed709e301b436a3352bd7ee
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/normal/Image_resize_298.jpg,Image_resize_298.jpg,normal,.jpg,0d0368561dc5c98e6ae20946ad2ef9fa
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image12793.jpg,image12793.jpg,pcos,.jpg,5dafd6867aeae9be4eccd8c0d572672e
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image10561.jpg,image10561.jpg,pcos,.jpg,e55644bf4a2b50064edc7fee71938ac1
/Users/rukky/Desktop/PCOS Prediction Project/Data/Raw/PCOS (unstructured)/pcos/image11433.jpg,image11433.jpg,pcos,.jpg,04a942746eed08e2c9f1528573e77948
